"Step","slstm_9sec_sl_default_3 - test/epoch_cohen","slstm_9sec_sl_default_3 - test/epoch_cohen__MIN","slstm_9sec_sl_default_3 - test/epoch_cohen__MAX","slstm_7sec_sl_default_3 - test/epoch_cohen","slstm_7sec_sl_default_3 - test/epoch_cohen__MIN","slstm_7sec_sl_default_3 - test/epoch_cohen__MAX","slstm_5sec_sl_default_3 - test/epoch_cohen","slstm_5sec_sl_default_3 - test/epoch_cohen__MIN","slstm_5sec_sl_default_3 - test/epoch_cohen__MAX","slstm_9sec_sl_default_2 - test/epoch_cohen","slstm_9sec_sl_default_2 - test/epoch_cohen__MIN","slstm_9sec_sl_default_2 - test/epoch_cohen__MAX","slstm_7sec_sl_default_2 - test/epoch_cohen","slstm_7sec_sl_default_2 - test/epoch_cohen__MIN","slstm_7sec_sl_default_2 - test/epoch_cohen__MAX","slstm_5sec_sl_default_2 - test/epoch_cohen","slstm_5sec_sl_default_2 - test/epoch_cohen__MIN","slstm_5sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_3 - test/epoch_cohen","mlstm_9sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_3 - test/epoch_cohen","mlstm_7sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_3 - test/epoch_cohen","mlstm_5sec_sl_default_3 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_3 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_2 - test/epoch_cohen","mlstm_9sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_2 - test/epoch_cohen","mlstm_7sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_2 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_2 - test/epoch_cohen","mlstm_5sec_sl_default_2 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_3 - test/epoch_cohen","m+slstm_9sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_3 - test/epoch_cohen","m+slstm_7sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_2 - test/epoch_cohen","m+slstm_9sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_2 - test/epoch_cohen","m+slstm_7sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_3 - test/epoch_cohen","m+slstm_5sec_sl_default_3 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_3 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_2 - test/epoch_cohen","m+slstm_5sec_sl_default_2 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_2 - test/epoch_cohen__MAX","biot_9sec_sl_default_3 - test/epoch_cohen","biot_9sec_sl_default_3 - test/epoch_cohen__MIN","biot_9sec_sl_default_3 - test/epoch_cohen__MAX","biot_7sec_sl_default_3 - test/epoch_cohen","biot_7sec_sl_default_3 - test/epoch_cohen__MIN","biot_7sec_sl_default_3 - test/epoch_cohen__MAX","biot_5sec_sl_default_3 - test/epoch_cohen","biot_5sec_sl_default_3 - test/epoch_cohen__MIN","biot_5sec_sl_default_3 - test/epoch_cohen__MAX","biot_9sec_sl_default_2 - test/epoch_cohen","biot_9sec_sl_default_2 - test/epoch_cohen__MIN","biot_9sec_sl_default_2 - test/epoch_cohen__MAX","biot_7sec_sl_default_2 - test/epoch_cohen","biot_7sec_sl_default_2 - test/epoch_cohen__MIN","biot_7sec_sl_default_2 - test/epoch_cohen__MAX","biot_5sec_sl_default_2 - test/epoch_cohen","biot_5sec_sl_default_2 - test/epoch_cohen__MIN","biot_5sec_sl_default_2 - test/epoch_cohen__MAX","m+slstm_9sec_sl_default_1 - test/epoch_cohen","m+slstm_9sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_9sec_sl_default_1 - test/epoch_cohen__MAX","m+slstm_7sec_sl_default_1 - test/epoch_cohen","m+slstm_7sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_7sec_sl_default_1 - test/epoch_cohen__MAX","m+slstm_5sec_sl_default_1 - test/epoch_cohen","m+slstm_5sec_sl_default_1 - test/epoch_cohen__MIN","m+slstm_5sec_sl_default_1 - test/epoch_cohen__MAX","biot_9sec_sl_default_1 - test/epoch_cohen","biot_9sec_sl_default_1 - test/epoch_cohen__MIN","biot_9sec_sl_default_1 - test/epoch_cohen__MAX","biot_7sec_sl_default_1 - test/epoch_cohen","biot_7sec_sl_default_1 - test/epoch_cohen__MIN","biot_7sec_sl_default_1 - test/epoch_cohen__MAX","biot_5sec_sl_default_1 - test/epoch_cohen","biot_5sec_sl_default_1 - test/epoch_cohen__MIN","biot_5sec_sl_default_1 - test/epoch_cohen__MAX","slstm_9sec_sl_default_1 - test/epoch_cohen","slstm_9sec_sl_default_1 - test/epoch_cohen__MIN","slstm_9sec_sl_default_1 - test/epoch_cohen__MAX","slstm_7sec_sl_default_1 - test/epoch_cohen","slstm_7sec_sl_default_1 - test/epoch_cohen__MIN","slstm_7sec_sl_default_1 - test/epoch_cohen__MAX","slstm_5sec_sl_default_1 - test/epoch_cohen","slstm_5sec_sl_default_1 - test/epoch_cohen__MIN","slstm_5sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_9sec_sl_default_1 - test/epoch_cohen","mlstm_9sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_9sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_7sec_sl_default_1 - test/epoch_cohen","mlstm_7sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_7sec_sl_default_1 - test/epoch_cohen__MAX","mlstm_5sec_sl_default_1 - test/epoch_cohen","mlstm_5sec_sl_default_1 - test/epoch_cohen__MIN","mlstm_5sec_sl_default_1 - test/epoch_cohen__MAX"
"292","","","","","","","0.5854297280311584","0.5854297280311584","0.5854297280311584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4174554944038391","0.4174554944038391","0.4174554944038391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.43863844871520996","0.43863844871520996","0.43863844871520996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4734179377555847","0.4734179377555847","0.4734179377555847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47678518295288086","0.47678518295288086","0.47678518295288086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3481232523918152","0.3481232523918152","0.3481232523918152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4169016182422638","0.4169016182422638","0.4169016182422638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297","","","","0.5141456127166748","0.5141456127166748","0.5141456127166748","","","","","","","0.5453897714614868","0.5453897714614868","0.5453897714614868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"299","","","","","","","","","","0.5379865765571594","0.5379865765571594","0.5379865765571594","","","","","","","","","","","","","0.4491467773914337","0.4491467773914337","0.4491467773914337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48220473527908325","0.48220473527908325","0.48220473527908325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4238532483577728","0.4238532483577728","0.4238532483577728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41310638189315796","0.41310638189315796","0.41310638189315796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44197407364845276","0.44197407364845276","0.44197407364845276","0.4374290704727173","0.4374290704727173","0.4374290704727173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"302","0.5385138392448425","0.5385138392448425","0.5385138392448425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4612155258655548","0.4612155258655548","0.4612155258655548","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"303","","","","","","","","","","","","","","","","0.4247674345970154","0.4247674345970154","0.4247674345970154","0.45385289192199707","0.45385289192199707","0.45385289192199707","","","","","","","","","","0.4628879427909851","0.4628879427909851","0.4628879427909851","","","","0.4427584707736969","0.4427584707736969","0.4427584707736969","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4032527804374695","0.4032527804374695","0.4032527804374695","","","","0.4046708345413208","0.4046708345413208","0.4046708345413208","","","","0.4688846468925476","0.4688846468925476","0.4688846468925476","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"304","","","","","","","","","","","","","","","","","","","","","","0.3923221528530121","0.3923221528530121","0.3923221528530121","","","","","","","","","","0.41343969106674194","0.41343969106674194","0.41343969106674194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39014285802841187","0.39014285802841187","0.39014285802841187","0.4456847608089447","0.4456847608089447","0.4456847608089447","0.4255237579345703","0.4255237579345703","0.4255237579345703","0.48814597725868225","0.48814597725868225","0.48814597725868225","0.5021342039108276","0.5021342039108276","0.5021342039108276","0.5076403617858887","0.5076403617858887","0.5076403617858887","0.46313175559043884","0.46313175559043884","0.46313175559043884","0.39882710576057434","0.39882710576057434","0.39882710576057434","0.4407864212989807","0.4407864212989807","0.4407864212989807"
"306","","","","","","","0.5056155323982239","0.5056155323982239","0.5056155323982239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49624016880989075","0.49624016880989075","0.49624016880989075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42726173996925354","0.42726173996925354","0.42726173996925354","0.5182612538337708","0.5182612538337708","0.5182612538337708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4066934585571289","0.4066934585571289","0.4066934585571289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37637296319007874","0.37637296319007874","0.37637296319007874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41633638739585876","0.41633638739585876","0.41633638739585876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"311","","","","0.5242359638214111","0.5242359638214111","0.5242359638214111","","","","","","","0.5135622620582581","0.5135622620582581","0.5135622620582581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.424714595079422","0.424714595079422","0.424714595079422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"313","","","","","","","","","","0.4800792336463928","0.4800792336463928","0.4800792336463928","","","","","","","","","","","","","0.4753483533859253","0.4753483533859253","0.4753483533859253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"314","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45705467462539673","0.45705467462539673","0.45705467462539673","","","","","","","","","","","","","","","","","","","","","","0.47969383001327515","0.47969383001327515","0.47969383001327515","","","","","","","","","","0.42802271246910095","0.42802271246910095","0.42802271246910095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4387519955635071","0.4387519955635071","0.4387519955635071","0.4809187054634094","0.4809187054634094","0.4809187054634094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"316","0.44458070397377014","0.44458070397377014","0.44458070397377014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"317","","","","","","","","","","","","","","","","0.5335226655006409","0.5335226655006409","0.5335226655006409","0.44351208209991455","0.44351208209991455","0.44351208209991455","","","","","","","","","","0.4726952314376831","0.4726952314376831","0.4726952314376831","","","","0.4017488956451416","0.4017488956451416","0.4017488956451416","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3796699047088623","0.3796699047088623","0.3796699047088623","","","","0.4758381247520447","0.4758381247520447","0.4758381247520447","","","","0.44491758942604065","0.44491758942604065","0.44491758942604065","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"318","","","","","","","","","","","","","","","","","","","","","","0.4522363543510437","0.4522363543510437","0.4522363543510437","","","","","","","","","","0.4388902187347412","0.4388902187347412","0.4388902187347412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4476046860218048","0.4476046860218048","0.4476046860218048","0.4600847065448761","0.4600847065448761","0.4600847065448761","0.46891194581985474","0.46891194581985474","0.46891194581985474","0.5864145159721375","0.5864145159721375","0.5864145159721375","0.5884068608283997","0.5884068608283997","0.5884068608283997","0.5653071403503418","0.5653071403503418","0.5653071403503418","0.38940170407295227","0.38940170407295227","0.38940170407295227","0.38747090101242065","0.38747090101242065","0.38747090101242065","0.42551493644714355","0.42551493644714355","0.42551493644714355"
"320","","","","","","","0.5452679991722107","0.5452679991722107","0.5452679991722107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45243674516677856","0.45243674516677856","0.45243674516677856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4483579993247986","0.4483579993247986","0.4483579993247986","0.4873834252357483","0.4873834252357483","0.4873834252357483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39071890711784363","0.39071890711784363","0.39071890711784363","","","","","","","","","","","","","","","","","","","0.4606010615825653","0.4606010615825653","0.4606010615825653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"324","","","","0.5492054224014282","0.5492054224014282","0.5492054224014282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4628762900829315","0.4628762900829315","0.4628762900829315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326","","","","","","","","","","0.5025708675384521","0.5025708675384521","0.5025708675384521","0.579474925994873","0.579474925994873","0.579474925994873","","","","","","","","","","0.4366535246372223","0.4366535246372223","0.4366535246372223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45339104533195496","0.45339104533195496","0.45339104533195496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"327","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.40330374240875244","0.40330374240875244","0.40330374240875244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41373759508132935","0.41373759508132935","0.41373759508132935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45487117767333984","0.45487117767333984","0.45487117767333984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37243035435676575","0.37243035435676575","0.37243035435676575","0.402897447347641","0.402897447347641","0.402897447347641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","0.5253569483757019","0.5253569483757019","0.5253569483757019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"331","","","","","","","","","","","","","","","","0.5269294381141663","0.5269294381141663","0.5269294381141663","0.49663791060447693","0.49663791060447693","0.49663791060447693","","","","","","","","","","0.4350510537624359","0.4350510537624359","0.4350510537624359","","","","0.42100653052330017","0.42100653052330017","0.42100653052330017","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38432231545448303","0.38432231545448303","0.38432231545448303","","","","0.4542008340358734","0.4542008340358734","0.4542008340358734","","","","0.5073952078819275","0.5073952078819275","0.5073952078819275","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"332","","","","","","","","","","","","","","","","","","","","","","0.411205917596817","0.411205917596817","0.411205917596817","","","","","","","","","","0.4463711380958557","0.4463711380958557","0.4463711380958557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47214508056640625","0.47214508056640625","0.47214508056640625","0.4154449999332428","0.4154449999332428","0.4154449999332428","0.5282818078994751","0.5282818078994751","0.5282818078994751","0.530619204044342","0.530619204044342","0.530619204044342","0.5434103608131409","0.5434103608131409","0.5434103608131409","0.5072547793388367","0.5072547793388367","0.5072547793388367","0.4361105263233185","0.4361105263233185","0.4361105263233185","0.42669034004211426","0.42669034004211426","0.42669034004211426","0.4360238015651703","0.4360238015651703","0.4360238015651703"
"334","","","","","","","0.5429989099502563","0.5429989099502563","0.5429989099502563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49382638931274414","0.49382638931274414","0.49382638931274414","0.45229777693748474","0.45229777693748474","0.45229777693748474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4335295855998993","0.4335295855998993","0.4335295855998993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3604416251182556","0.3604416251182556","0.3604416251182556","","","","","","","","","","","","","","","","","","","0.4362989664077759","0.4362989664077759","0.4362989664077759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"338","","","","0.5100842714309692","0.5100842714309692","0.5100842714309692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4743801951408386","0.4743801951408386","0.4743801951408386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","","","","","","","","","","0.5299609899520874","0.5299609899520874","0.5299609899520874","0.5412963032722473","0.5412963032722473","0.5412963032722473","","","","","","","","","","0.41865164041519165","0.41865164041519165","0.41865164041519165","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4125352203845978","0.4125352203845978","0.4125352203845978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4546274244785309","0.4546274244785309","0.4546274244785309","","","","","","","","","","","","","","","","","","","","","","0.445413738489151","0.445413738489151","0.445413738489151","","","","","","","","","","0.4399835467338562","0.4399835467338562","0.4399835467338562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4496307671070099","0.4496307671070099","0.4496307671070099","0.4227020740509033","0.4227020740509033","0.4227020740509033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"344","0.4941474497318268","0.4941474497318268","0.4941474497318268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"345","","","","","","","","","","","","","","","","0.5333458781242371","0.5333458781242371","0.5333458781242371","0.4761599600315094","0.4761599600315094","0.4761599600315094","","","","","","","","","","0.41624411940574646","0.41624411940574646","0.41624411940574646","","","","0.42574450373649597","0.42574450373649597","0.42574450373649597","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41645708680152893","0.41645708680152893","0.41645708680152893","","","","0.4597322642803192","0.4597322642803192","0.4597322642803192","","","","0.4481060802936554","0.4481060802936554","0.4481060802936554","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"346","","","","","","","","","","","","","","","","","","","","","","0.4686485230922699","0.4686485230922699","0.4686485230922699","","","","","","","","","","0.4269542098045349","0.4269542098045349","0.4269542098045349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4344756305217743","0.4344756305217743","0.4344756305217743","0.4630078375339508","0.4630078375339508","0.4630078375339508","0.49201706051826477","0.49201706051826477","0.49201706051826477","0.5362265706062317","0.5362265706062317","0.5362265706062317","0.5451687574386597","0.5451687574386597","0.5451687574386597","0.5135273933410645","0.5135273933410645","0.5135273933410645","0.42444106936454773","0.42444106936454773","0.42444106936454773","0.4279561936855316","0.4279561936855316","0.4279561936855316","0.43403708934783936","0.43403708934783936","0.43403708934783936"
"347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45934176445007324","0.45934176445007324","0.45934176445007324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"348","","","","","","","0.5655249953269958","0.5655249953269958","0.5655249953269958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4640244245529175","0.4640244245529175","0.4640244245529175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4442060887813568","0.4442060887813568","0.4442060887813568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3695218563079834","0.3695218563079834","0.3695218563079834","","","","","","","","","","","","","","","","","","","0.47406288981437683","0.47406288981437683","0.47406288981437683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"352","","","","0.5004932284355164","0.5004932284355164","0.5004932284355164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4896668791770935","0.4896668791770935","0.4896668791770935","","","","0.46381694078445435","0.46381694078445435","0.46381694078445435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"354","","","","","","","","","","0.5384218692779541","0.5384218692779541","0.5384218692779541","0.5616523623466492","0.5616523623466492","0.5616523623466492","","","","","","","","","","0.5002217292785645","0.5002217292785645","0.5002217292785645","","","","","","","","","","","","","","","","","","","","","","","","","0.42152199149131775","0.42152199149131775","0.42152199149131775","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49595484137535095","0.49595484137535095","0.49595484137535095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42557066679000854","0.42557066679000854","0.42557066679000854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4151585102081299","0.4151585102081299","0.4151585102081299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357","0.4911838471889496","0.4911838471889496","0.4911838471889496","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4329306483268738","0.4329306483268738","0.4329306483268738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39388784766197205","0.39388784766197205","0.39388784766197205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
